Start Date,End Date,Joy Count,Joy Words,Sadness Count,Sadness Words,Anger Count,Anger Words,Fear Count,Fear Words,Trust Count,Trust Words,Disgust Count,Disgust Words,Surprise Count,Surprise Words,Anticipation Count,Anticipation Words,Sentiment Score,Sentiment Label
monday august 23 1943,friday september 10 1943,2,"mother, good",4,"stroke, quiet, disappointed, die",2,"disappointed, shove",3,"stroke, nervous, die",6,"dictionary, manage, mother, good, top, father",2,"disappointed, toilet",2,"good, suddenly",8,"clock, forming, mother, good, time, nervous, top, long",5,Positive
friday september 10 1943,thursday september 16 1943,12,"truce, pleasant, save, cheerful, wonderful, sun, mother, special, raving, delight, amazingly, god",5,"treachery, hospital, sick, unpleasant, pain",2,"raving, treachery",8,"treachery, hospital, raving, difficult, war, operation, god, pain",11,"truce, pleasant, save, fact, hospital, wonderful, sun, mother, errand, operation, god",3,"stomach, unpleasant, sick",7,"treachery, pleasant, cheerful, wonderful, sun, raving, amazingly",10,"pleasant, announcement, daily, sun, mother, errand, time, raving, delight, god",15,Highly Positive
thursday september 16 1943,wednesday september 29 1943,4,"laugh, possess, brighten, food",10,"depression, forgotten, sorrow, worse, touchy, miserable, leave, wound, die, anxiety",7,"suspicious, fight, miserable, touchy, wound, anxiety, resent",12,"warned, terror, forgotten, fight, sorrow, worse, sag, wound, die, cautious, anxiety, avoid",7,"fact, possess, brighten, negotiate, unreliable, food, cautious",1,miserable,7,"warned, slip, brighten, curiosity, laugh, leave, mouth",8,"warned, suspicious, possess, thought, curiosity, time, cautious, anxiety",-11,Highly Negative
wednesday september 29 1943,sunday october 17 1943,6,"sweet, shopping, mother, friendly, food, kind",5,"crazy, shrink, disappointed, leave, sick",5,"argument, crazy, disappointed, deserve, annoyance",2,"shrink, crazy",10,"sweet, accord, usual, shopping, mother, friendly, deserve, father, food, kind",3,"annoyance, disappointed, sick",3,"sweet, leave, shopping",6,"sweet, shopping, mother, friendly, time, deserve",7,Positive
sunday october 17 1943,wednesday november 3 1943,9,"sweet, pay, laughter, lucky, money, mother, reconciliation, darling, goodness",20,"crying, awful, lie, dark, terrible, bottom, bleeding, unable, miserable, broke, shortage, problem, case, oppressive, cage, lost, kill, hell, thief, sluggish",17,"tension, bickering, oppressive, terrible, money, shortage, raging, miserable, awful, fear, stolen, profanity, hell, screaming, lie, thief, row",20,"awful, alarm, terrible, bleeding, difficult, broke, shortage, problem, nervous, fear, suspicion, war, case, screaming, oppressive, raging, kill, hell, hearing, thief",13,"sweet, pay, cover, divan, fact, money, truth, honorable, mother, reconciliation, darling, father, goodness",12,"terrible, bickering, oppressive, raging, bleeding, miserable, awful, stomach, hell, lie, thief, screaming",7,"sweet, laughter, alarm, lucky, money, goodness, thief",10,"sweet, pay, laughter, money, mother, reconciliation, time, nervous, goodness, long",-37,Highly Negative
wednesday november 3 1943,thursday november 11 1943,9,"pay, white, liking, safe, beauty, finally, mother, true, peace",8,"dark, danger, black, darkness, quiet, spinster, blue, cry",5,"fighting, darkness, fear, menacing, carelessness",12,"danger, spinster, hag, fire, cowardice, darkness, fear, menacing, afraid, hiding, neurotic, war",20,"dictionary, gentleman, testament, lesson, safe, finally, budget, school, peace, calls, white, dependent, planning, true, father, pay, fact, liking, impenetrable, mother",6,"hag, dirt, finally, stomach, neurotic, carelessness",1,finally,15,"pay, approaching, testament, white, happen, develop, lesson, planning, result, finally, mother, time, long, peace, calls",13,Highly Positive
thursday november 11 1943,wednesday november 17 1943,7,"wonderful, enjoying, mother, surprise, treasure, proud, splendid",7,"shot, vanished, ashes, remove, quiet, fell, case",3,"remove, shot, stone",8,"shot, flu, vanished, forced, remove, surprise, gasping, case",12,"confirmed, honor, school, frank, wonderful, enjoying, mother, treasure, father, proud, title, teacher",1,dirt,6,"shot, vanished, chance, wonderful, surprise, splendid",4,"proud, mother, treasure, enjoying",4,Positive
wednesday november 17 1943,saturday november 27 1943,6,"shopping, laugh, mother, finally, witty, treat",4,"treat, miserable, owing, reproach",5,"owing, miserable, accusation, treat, reproach",4,"treat, owing, warn, difficult",10,"fact, honor, owing, fixed, shopping, mother, finally, explain, treat, warn",6,"owing, finally, miserable, accusation, treat, reproach",5,"shopping, laugh, finally, treat, warn",9,"owing, shopping, thought, mother, finally, time, opportunity, treat, warn",6,Positive
saturday november 27 1943,monday december 6 1943,10,"rescue, comfort, share, devout, feeling, pray, love, honest, treat, god",15,"sadness, worn, falling, late, ill, deserted, feeling, deadly, awful, honest, hell, die, treat, reproach, suffering",9,"ill, deserted, feeling, deadly, awful, honest, hell, treat, reproach",17,"compassion, ill, deserted, haunt, feeling, pray, deadly, awful, war, watch, hell, die, treat, difficult, honest, god, suffering",12,"sadness, rescue, comfort, share, devout, understanding, feeling, pray, honest, treat, god, religion",11,"ill, deserted, rags, feeling, deadly, awful, honest, hell, treat, reproach, suffering",6,"rescue, feeling, pray, suddenly, treat, occasional",10,"rescue, comfort, share, devout, feeling, pray, watch, treat, fate, god",-20,Highly Negative
monday december 6 1943,friday december 24 1943,12,"food, laughter, tickle, gift, hopeful, spirits, mother, optimism, happy, peace, kind, present",12,"terrible, refused, subjected, doubt, dreadful, isolation, quiet, sick, blue, case, unhealthy, illness",6,"terrible, bout, hot, lying, dreadful, averse",13,"terrible, flu, doubt, dreadful, contagious, fever, medical, unhealthy, hearing, case, war, averse, illness",17,"food, tickle, hopeful, doubt, blanket, school, present, mother, optimism, doctor, top, word, happy, peace, thermometer, kind, medical",8,"terrible, lying, cough, dreadful, contagious, unhealthy, sick, averse",7,"laughter, tickle, gift, hopeful, spirits, optimism, present",16,"laughter, tickle, gift, hopeful, present, dreadful, spirits, thought, mother, optimism, time, top, happy, peace, long, medical",6,Positive
friday december 24 1943,monday december 27 1943,9,"dance, intimate, young, kind, feeling, laugh, good, mother, fun",11,"ill, unhappy, worry, discontent, feeling, worse, crying, despair, badly, case, cry",8,"unjust, ill, unhappy, discontent, feeling, words, despair, ungrateful",8,"ill, worry, discontent, feeling, worse, despair, difficult, case",11,"dance, intimate, show, honor, school, feeling, good, mother, top, word, kind",6,"ill, unhappy, discontent, feeling, despair, ungrateful",4,"good, young, feeling, laugh",13,"intimate, young, happen, coming, patient, worry, feeling, good, mother, time, top, long, fun",0,Neutral
monday december 27 1943,wednesday december 29 1943,5,"pretty, surprise, beer, peace, present",0,,0,,1,surprise,5,"pretty, top, peace, prepared, present",0,,2,"surprise, present",6,"pretty, time, top, peace, prepared, present",15,Highly Positive
wednesday december 29 1943,thursday december 30 1943,12,"sweet, faith, save, god, love, pray, good, alive, glad, kind, loyal, happy",8,"terrible, ill, concerned, crying, miserable, awful, lonely, suffering",7,"terrible, ill, spite, scream, miserable, awful, lonely",13,"terrible, ill, concerned, cowardly, suffering, pray, scream, awful, lonely, watch, terror, god, loyal",12,"sweet, faith, save, fact, secret, god, pray, good, alive, kind, loyal, happy",7,"terrible, ill, scream, miserable, awful, lonely, suffering",5,"sweet, pray, scream, good, loyal",11,"sweet, faith, pray, good, time, watch, alive, glad, fate, god, happy",0,Neutral
thursday december 30 1943,sunday january 2 1944,4,"mother, adorable, young, food",4,"dark, splitting, fat, ill",3,"raging, ridiculous, ill",2,"raging, ill",3,"mother, fairly, food",4,"raging, fat, ridiculous, ill",1,young,2,"mother, young",-4,Negative
sunday january 2 1944,thursday january 6 1944,8,"tender, love, mother, deal, found, joy, happy, diary",8,"sarcasm, unhappy, unkind, sorrow, hurt, hate, suffering, offended",11,"irritable, sarcasm, unhappy, unkind, hurt, furious, hate, words, violent, anger, offended",9,"sorrow, hurt, hate, nervous, violent, difficult, beastly, suffering, unkind",9,"tender, mother, explain, deal, found, happy, diary, confide, conscience",8,"sarcasm, unhappy, furious, hate, violent, beastly, suffering, unkind",3,"violent, deal, judgment",7,"thought, mother, time, deal, nervous, happy, long",-12,Highly Negative
thursday january 6 1944,thursday january 6 1944,11,"ecstasy, exquisite, kiss, wonderful, feeling, mother, laughing, deal, art, fun, respect",14,"refused, withdraw, ill, discomfort, feeling, embarrassment, insecure, beating, quiet, terribly, wound, art, struggle, pain",12,"angry, rage, ill, feeling, spite, furious, restrain, insecure, beating, revolt, wound, struggle",10,"ill, embarrassment, feeling, restrain, insecure, beating, wound, difficult, struggle, pain",13,"agreed, account, secret, wonderful, feeling, proof, mother, deal, accounts, father, confess, steady, respect",5,"angry, mess, ill, feeling, furious",12,"differently, kiss, wonderful, feeling, embarrassment, curiosity, incident, deal, suddenly, revolt, art, steady",10,"ecstasy, kiss, feeling, curiosity, mother, time, deal, art, fun, respect",-7,Negative
thursday january 6 1944,friday january 7 1944,18,"ecstasy, vivid, unexpected, grow, exquisite, kiss, wonderful, feeling, love, mother, laughing, good, deal, art, glad, angel, fun, respect",23,"beg, discomfort, dark, withdraw, bothering, feeling, beating, suffering, pain, refused, longing, unbearable, insecure, quiet, struggle, older, ill, embarrassment, helplessness, terribly, wound, art, blue",14,"angry, rage, ill, bothering, feeling, spite, furious, restrain, insecure, beating, revolt, wound, struggle, revolting",15,"unexpected, ill, embarrassment, feeling, restrain, insecure, beating, helplessness, wound, difficult, afraid, struggle, revolting, suffering, pain",19,"general, wonderful, good, angel, agreed, divan, account, grow, secret, feeling, proof, respect, show, accounts, father, confess, steady, mother, deal",8,"angry, mess, ill, unbearable, feeling, furious, revolting, suffering",16,"unexpected, differently, kiss, wonderful, feeling, embarrassment, curiosity, good, incident, deal, suddenly, revolt, art, chance, angel, steady",20,"ecstasy, linger, good, long, angel, fun, unexpected, grow, feeling, curiosity, time, respect, longing, glad, kiss, immediately, thought, mother, deal, art",-3,Negative
friday january 7 1944,wednesday january 12 1944,19,"vacation, smile, safe, wonderful, good, peaceful, inseparable, god, admiration, marry, beautiful, true, darling, sex, kind, young, love, mother, happy",9,"dark, older, crazy, unrequited, quiet, fell, cross, hell, cry",6,"crazy, confusion, hell, cross, shout, jealous",6,"marry, crazy, confusion, hell, cross, god",22,"smile, safe, wonderful, good, peaceful, inseparable, god, school, admiration, aunt, intelligent, marry, true, darling, father, sex, kind, truth, mother, constantly, happy, grammar",5,"boy, nose, idiot, hell, jealous",9,"young, marry, smile, wonderful, good, sally, mouth, shout, peaceful",14,"neighborhood, vacation, young, marry, immediately, thought, sex, mother, good, time, happy, peaceful, long, god",29,Highly Positive
wednesday january 12 1944,saturday january 15 1944,10,"success, dance, ribbon, spirits, feeling, mother, good, friend, friendly, god",8,"nasty, upset, feeling, worse, orphan, lonely, grief, victim",9,"angry, ribbon, nasty, upset, feeling, lonely, pretending, victim, bias",11,"nasty, god, feeling, outsider, worse, orphan, lonely, change, suspect, victim, bewildered",11,"dance, ensemble, school, frank, feeling, mother, good, friend, friendly, top, god",4,"angry, lonely, feeling, nasty",5,"slip, spirits, feeling, good, bewildered",12,"success, ribbon, coming, spirits, feeling, thought, mother, good, friendly, time, top, god",1,Positive
saturday january 15 1944,saturday january 22 1944,10,"vivid, freedom, mother, good, beautiful, true, luck, birthday, kind, present",7,"longing, ill, jealousy, hurt, awful, stingy, bad",11,"arguments, spiteful, ill, jealousy, jealous, selfish, words, hurt, awful, stingy, bad",7,"ill, jealousy, hurt, awful, stingy, war, bad",9,"freedom, frank, mother, good, true, fellow, father, kind, present",7,"ill, jealousy, jealous, selfish, awful, stingy, bad",4,"good, luck, birthday, present",9,"approaching, longing, hungry, mother, time, good, luck, birthday, present",-4,Negative
saturday january 22 1944,monday january 24 1944,6,"tree, mother, friendly, good, deal, food",8,"ill, shell, concerned, disappointed, fault, stingy, negative, unkind",10,"arguments, shell, tree, ill, disappointed, selfish, words, stingy, blame, unkind",8,"shell, hide, ill, concerned, stingy, change, afraid, unkind",13,"intelligent, tree, impartial, father, mother, good, friendly, deal, convinced, confide, food, trust, real",7,"ill, tree, disappointed, selfish, stingy, blame, unkind",6,"shell, differently, tree, good, deal, judgment",10,"tree, patient, coming, mother, good, time, friendly, deal, opportunity, long",-4,Negative
monday january 24 1944,friday january 28 1944,9,"laughter, young, white, laugh, mother, good, finally, sex, organ",4,"obnoxious, unable, ill, accident",7,"obnoxious, ill, disgusting, words, restrain, accusation, stolen",9,"warned, ill, disgusting, accident, restrain, hiding, mysterious, defend, swelling",13,"advice, white, usual, lesson, school, mother, good, finally, word, father, fixed, weigh, sex",7,"obnoxious, ill, boy, disgusting, finally, accusation, stomach",9,"laughter, warned, young, accident, curiosity, good, laugh, finally, mysterious",18,"laughter, ready, warned, young, white, happen, lesson, wait, curiosity, mother, good, time, weigh, finally, long, mysterious, sex, organ",13,Highly Positive
friday january 28 1944,friday january 28 1944,5,"liking, star, money, pretty, happy",2,"disapproval, sick",1,money,0,,8,"show, liking, pretty, money, star, respectable, leading, happy",1,sick,2,"money, surprised",5,"pretty, star, money, time, happy",14,Highly Positive
friday january 28 1944,sunday january 30 1944,25,"save, cheerful, money, good, praised, affection, pretty, joy, eager, star, laugh, beautiful, true, food, pay, swim, young, liking, heroism, generous, childhood, spirits, love, mother, happy",8,"sympathize, difficulties, disapproval, sorrow, dull, aching, punch, sick",5,"resistance, politics, money, punch, battle",7,"frightened, swim, sorrow, punch, hiding, hearing, military",24,"save, money, good, word, routine, affection, pretty, elders, show, eager, star, respectable, true, food, pay, liking, heroism, generous, mother, leading, team, ground, happy, provide",1,sick,14,"frightened, young, surprised, cheerful, eager, heroism, money, spirits, bizarre, laugh, good, punch, mouth, chance",17,"ready, swim, pay, track, young, pretty, star, money, eager, heroism, spirits, good, mother, time, happy, fate, await",45,Highly Positive
sunday january 30 1944,thursday february 3 1944,2,"intense, god",3,"dark, leave, vanished",3,"scream, intense, fear",5,"vanished, intense, scream, fear, god",6,"usual, intense, frank, top, father, god",2,"scream, intense",4,"scream, leave, vanished, intense",2,"god, top",-3,Negative
thursday february 3 1944,tuesday february 8 1944,12,"swim, clean, young, hope, cheerful, money, laugh, mother, amusing, silly, food, advance",14,"dark, danger, ill, case, collapse, doubt, leave, fuss, hell, impossible, dying, poison, die, bad",12,"arguments, invasion, ill, money, insane, hell, fuss, dying, poison, slam, bad, row",23,"danger, hide, collapse, die, bad, advance, evacuate, fire, insane, unstable, dying, flood, afraid, change, defend, slam, case, swim, ill, doubt, hell, poison, fever",11,"fairly, hope, noble, fill, doubt, money, truth, mother, food, clean, facts",7,"ill, collapse, hell, dying, poison, bad, boil",9,"hope, young, cheerful, money, laugh, leave, unstable, slam, advance",13,"swim, hope, young, contingent, coming, money, daily, mother, hungry, time, store, long, advance",-20,Highly Negative
tuesday february 8 1944,saturday february 12 1944,8,"fun, kiss, laugh, mother, laughing, found, peace, kind",6,"forgotten, guilty, cruel, quiet, fell, tease",4,"cruel, tease, guilty, lying",2,"cruel, forgotten",10,"kind, school, blanket, frank, mother, found, important, father, peace, real",3,"messy, cruel, lying",4,"kiss, incident, suddenly, laugh",6,"peace, kiss, immediately, mother, tease, fun",9,Positive
saturday february 12 1944,monday february 14 1944,4,"freedom, fulfill, shining, sun",6,"longing, explode, crying, beating, blue, cry",4,"force, explode, beating, confusion",4,"force, explode, beating, confusion",3,"freedom, frank, sun",0,,2,"explode, sun",3,"longing, shining, sun",-4,Negative
monday february 14 1944,tuesday february 15 1944,9,"laughter, pleased, wonderful, feeling, love, music, amused, honest, joy",10,"longing, ill, disagreement, feeling, criticize, music, problem, honest, bad, mad",9,"angry, ill, disagreement, feeling, criticize, words, honest, bad, mad",8,"ill, feeling, criticize, problem, honest, afraid, bad, mad",5,"attentive, usual, wonderful, feeling, honest",7,"angry, ill, feeling, criticize, honest, bad, mad",4,"laughter, wonderful, feeling, differently",4,"laughter, long, longing, feeling",-16,Highly Negative
tuesday february 15 1944,wednesday february 16 1944,1,mother,2,"humbled, bad",7,"angry, indignation, rage, bad, lying, agitation, blame",1,bad,2,"mother, assured",5,"angry, indignation, lying, blame, bad",1,rapid,1,mother,-11,Highly Negative
wednesday february 16 1944,thursday february 17 1944,7,"affection, star, tender, mother, good, happy, birthday",7,"bottom, ill, hanging, black, aching, meaningless, bum",3,"words, ill, hanging",4,"war, ill, afraid, hanging",11,"divan, understanding, affection, star, frank, tender, father, mother, good, convinced, happy",4,"dishonesty, ill, hanging, bum",4,"good, chance, birthday, pang",8,"ready, star, immediately, mother, good, time, happy, birthday",8,Positive
thursday february 17 1944,friday february 18 1944,4,"kind, good, god, amusing",0,,0,,1,god,5,"secret, god, frank, good, kind",0,,1,good,2,"good, god",10,Positive
friday february 18 1944,saturday february 19 1944,5,"feeling, love, mother, beautiful, friendship",3,"hate, leave, feeling",2,"hate, feeling",3,"hate, feeling, afraid",7,"credit, intuition, frank, feeling, mother, friendship, trust",2,"hate, feeling",3,"leave, chance, feeling",3,"mother, develop, feeling",5,Positive
saturday february 19 1944,sunday february 20 1944,4,"comfort, hope, tender, hopeful",6,"dark, ill, deserted, unhappy, disappointing, quiet",4,"bear, ill, deserted, unhappy",3,"bear, ill, deserted",10,"comfort, hope, hopeful, blanket, frank, tender, truth, fully, shoulder, confide",4,"toilet, ill, deserted, unhappy",3,"hope, suddenly, hopeful",7,"comfort, hope, coming, hopeful, expectation, time, long",4,Positive
sunday february 20 1944,sunday february 27 1944,21,"wonderful, favorite, god, feeling, sun, happiness, joy, clean, enjoy, share, sunshine, tree, freedom, remedy, food, kind, comfort, prestige, beam, mother, happy",11,"lower, unhappy, lost, sorrow, feeling, loss, blue, lonely, missing, broken, lie",8,"tree, unhappy, feeling, loss, words, lonely, broken, lie",8,"frightened, sorrow, feeling, loss, lonely, missing, broken, god",22,"wonderful, prefer, favorite, god, frank, feeling, sun, clean, enjoy, share, show, tree, freedom, remedy, father, food, kind, comfort, prestige, mother, happy, strength",8,"dirty, tree, boy, unhappy, feeling, scrub, lonely, lie",5,"frightened, tree, wonderful, feeling, sun",15,"comfort, share, tree, coming, feeling, sun, remedy, mother, time, happiness, happy, long, enjoy, horizon, god",23,Highly Positive
sunday february 27 1944,monday february 28 1944,5,"yearning, feeling, flirt, finally, true",3,"late, feeling, ill",3,"noisy, feeling, ill",4,"hiding, hide, feeling, ill",9,"understanding, yearning, frank, feeling, flirt, finally, explain, true, continue",3,"finally, feeling, ill",4,"finally, feeling, flirt, splash",5,"yearning, feeling, flirt, finally, continue",6,Positive
monday february 28 1944,wednesday march 1 1944,3,"kind, smiling, cheerful",4,"aching, broke, bang, unhappy",2,"bang, unhappy",2,"broke, bang",2,"frank, kind",2,"bang, unhappy",2,"bang, cheerful",1,long,-4,Negative
wednesday march 1 1944,thursday march 2 1944,2,"found, delighted",3,"worrying, hell, worried",1,hell,5,"burglar, fled, hell, hiding, worrying",2,"found, usual",4,"messy, mess, hell, burglar",3,"incident, delighted, surprised",3,"hurry, worrying, delighted",-6,Negative
thursday march 2 1944,saturday march 4 1944,15,"compliment, young, white, feeling, love, mother, friend, finally, darling, honest, treat, happy, glad, silly, kind",16,"terrible, bad, fall, hanging, crazy, worry, feeling, worse, misery, miserable, aggravating, honest, treat, losing, case, suffering",19,"offensive, idiotic, misery, words, aggravating, losing, jealous, bad, terrible, fight, feeling, miserable, honest, treat, politics, argument, crazy, hot, hanging",14,"terrible, bad, hanging, crazy, worry, fight, feeling, worse, misery, honest, treat, suspect, case, suffering",18,"compliment, understanding, advice, white, frank, feeling, virtue, mother, friend, finally, constantly, darling, honest, father, treat, sincere, kind, happy",13,"terrible, bad, offensive, jealous, hanging, idiotic, feeling, misery, miserable, finally, honest, treat, suffering",8,"compliment, young, surprised, break, slip, feeling, finally, treat",13,"compliment, young, white, worry, feeling, thought, mother, finally, time, treat, happy, glad, long",-16,Highly Negative
saturday march 4 1944,monday march 6 1944,3,"good, love, happy",4,"dreary, insult, case, fall",1,insult,1,case,4,"good, frank, happy, father",2,"insult, boy",2,"good, insult",3,"good, happy, bye",2,Positive
monday march 6 1944,wednesday march 8 1944,37,"glory, cheerful, smile, money, good, charmed, finally, splendor, favorite, god, happy, entertained, faith, flattering, sun, amused, happiness, honest, heavenly, witty, admiration, joy, enjoy, respect, sunshine, thankful, flirt, laugh, beautiful, laughing, sex, generous, beauty, love, mother, deal, amusing",20,"fragile, crying, misery, exhausted, die, banish, loneliness, explode, lonely, honest, suffering, misfortune, refused, longing, hurt, quiet, melancholy, deserted, lost, hell",12,"conquest, banish, deserted, explode, money, spite, hurt, words, misery, lonely, hell, honest",21,"fragile, misery, die, god, banish, loneliness, explode, lonely, honest, difficult, suffering, conquest, misfortune, hurt, armor, change, hiding, deserted, guard, hell, remains",33,"glory, advice, smile, money, good, finally, favorite, confide, god, faith, school, frank, sun, honest, heavenly, admiration, enjoy, sincere, center, respect, show, fill, flirt, father, armor, sex, guard, generous, mother, deal, top, happy, remains",10,"banish, deserted, awkwardness, finally, misery, honest, lonely, hell, remains, suffering",13,"cheerful, explode, money, smile, flirt, sun, laugh, good, catch, finally, deal, suddenly, splendor",23,"glory, coming, money, good, finally, splendor, long, god, faith, sun, happiness, time, heavenly, enjoy, respect, longing, flirt, sex, gradual, mother, deal, top, happy",30,Highly Positive
wednesday march 8 1944,friday march 10 1944,3,"glad, deal, fun",3,"disappointing, blue, ill",1,ill,2,"gasping, ill",2,"confess, deal",2,"ill, boy",1,deal,3,"glad, deal, fun",0,Neutral
friday march 10 1944,saturday march 11 1944,2,"diary, pleased",7,"gloomy, ill, hanging, bleeding, upset, awful, sick",5,"ill, hanging, scare, upset, awful",7,"ill, hanging, scare, bleeding, awful, nervous, police",4,"frank, police, diary, fort",6,"ill, hanging, bleeding, awful, stomach, sick",2,"scare, suddenly",3,"scare, time, nervous",-16,Highly Negative
saturday march 11 1944,sunday march 12 1944,1,feeling,5,"longing, crazy, feeling, miserable, pain",3,"miserable, feeling, crazy",4,"pain, feeling, crazy, afraid",1,feeling,2,"miserable, feeling",1,feeling,3,"time, longing, feeling",-9,Negative
sunday march 12 1944,tuesday march 14 1944,4,"nap, peace, kind, cheerful",4,"worn, moody, wretched, crazy",3,"moody, confusion, crazy",3,"avoid, confusion, crazy",6,"divan, explain, confide, father, peace, kind",1,wretched,3,"mouth, chance, cheerful",5,"ready, time, tomorrow, peace, long",4,Positive
tuesday march 14 1944,thursday march 16 1944,8,"progress, amusing, pleasant, save, entertain, food, picnic, present",12,"bad, cancer, ill, unbearable, black, quiet, wretched, disease, sick, measles, fat, wanting",8,"horrible, cancer, ill, disgusting, hot, disease, bad, row",9,"horrible, cancer, ill, disgusting, disease, measles, hiding, war, bad",9,"pleasant, save, frank, measure, truth, important, food, picnic, present",20,"gut, disease, stink, bad, nose, idiot, fat, unbearable, garbage, wretched, stomach, horrible, mess, cancer, ill, disgusting, muck, sick, stinking, measles",4,"mouth, pleasant, picnic, present",8,"progress, pleasant, thought, hungry, time, long, picnic, present",-24,Highly Negative
thursday march 16 1944,thursday march 16 1944,4,"good, green, present, laugh",9,"ill, lost, woe, forsaken, gloom, quiet, sick, case, bad",4,"forsaken, ill, bad, row",8,"flu, bad, ill, woe, diagnosis, hearing, case, doom",6,"green, good, doctor, diagnosis, real, present",4,"woe, ill, bad, sick",4,"good, guess, present, laugh",6,"good, time, tomorrow, diagnosis, audience, present",-9,Negative
thursday march 16 1944,friday march 17 1944,14,"peace, share, hope, green, affection, love, laugh, good, beautiful, gorgeous, mother, confidence, goodness, present",14,"groan, pity, ill, crazy, lost, woe, forsaken, gloom, quiet, moan, sick, terribly, case, bad",7,"ill, crazy, forsaken, battle, contemptuous, bad, row",12,"flu, bad, ill, crazy, woe, confidence, moan, diagnosis, hearing, case, war, doom",17,"peace, share, hope, green, affection, frank, akin, good, mother, confidence, constantly, doctor, diagnosis, father, goodness, real, present",5,"groan, ill, woe, sick, bad",6,"hope, guess, laugh, good, goodness, present",13,"peace, share, hope, thought, good, mother, time, tomorrow, diagnosis, long, goodness, audience, present",6,Positive
friday march 17 1944,saturday march 18 1944,8,"love, laugh, mother, darling, food, admiration, approve, respect",2,"older, sick",1,disgusting,4,"change, flu, remains, disgusting",11,"frank, admire, father, mother, darling, objective, food, admiration, approve, remains, respect",3,"disgusting, remains, sick",2,"suddenly, laugh",7,"happen, coming, immediately, mother, objective, long, respect",16,Highly Positive
saturday march 18 1944,sunday march 19 1944,4,"proud, sex, wonderful, marriage",1,leave,0,,1,afraid,9,"confirmed, marriage, general, intuition, wonderful, frank, father, proud, sex",1,ignorant,3,"leave, wonderful, purity",3,"proud, sex, marriage",13,Highly Positive
sunday march 19 1944,monday march 20 1944,17,"cheerful, kiss, eager, exuberance, diary, wonderful, feeling, love, smile, mother, good, special, deal, happy, glad, peace, birthday",10,"ill, cry, withdraw, loneliness, dreadful, feeling, meaningless, quiet, alienated, bad",11,"argument, ill, hot, distrust, dreadful, feeling, words, argue, pest, ire, bad",7,"ill, loneliness, distrust, dreadful, feeling, pest, bad",17,"agreed, usual, fact, eager, diary, smile, wonderful, feeling, father, mother, good, deal, word, important, peace, trust, happy",6,"ill, distrust, dreadful, feeling, pest, bad",11,"surprised, kiss, eager, cheerful, smile, wonderful, feeling, good, suddenly, deal, birthday",14,"kiss, eager, coming, dreadful, feeling, thought, mother, good, time, deal, happy, glad, peace, birthday",14,Highly Positive
monday march 20 1944,thursday march 23 1944,27,"sweet, wonderful, good, friendly, found, silly, happy, affection, feeling, happiness, honest, treat, enjoy, share, hope, sunshine, gain, beautiful, true, kind, spirits, love, mother, friend, friendship, goodness, satisfied",16,"indifference, bottom, tolerate, ill, bitterly, feeling, awful, honest, missing, hell, treat, exhausted, reproach, case, unpleasant, bad",16,"indifference, bad, tolerate, ill, bitterly, feeling, spite, words, awful, contempt, honest, hell, treat, reproach, shout, jealous",13,"indifference, ill, change, feeling, awful, contempt, honest, missing, treat, hell, war, case, bad",28,"sweet, agreement, wonderful, good, friendly, found, prepared, happy, affection, frank, feeling, honest, treat, enjoy, trust, share, hope, show, true, father, kind, brother, conscience, truth, mother, friend, friendship, goodness",14,"indifference, bad, ill, bitterly, feeling, nose, awful, contempt, honest, hell, treat, reproach, unpleasant, jealous",11,"sweet, hope, surprised, wonderful, feeling, spirits, good, splash, treat, goodness, shout",25,"sweet, good, friendly, tomorrow, begun, start, long, prepared, letter, develop, feeling, time, happiness, treat, enjoy, share, hope, gain, wait, clock, spirits, thought, mother, happy, goodness",21,Highly Positive
thursday march 23 1944,friday march 24 1944,9,"sweet, intimate, laugh, mother, surprise, honest, enlighten, goodness, sex",7,"descent, defenseless, ill, worry, honest, wound, prison",5,"rage, ill, honest, wound, prison",14,"descent, flu, defenseless, ill, parachute, fire, worry, surprise, stunned, honest, prison, wound, afraid, fever",13,"sweet, intimate, usual, assured, deed, mother, top, enlighten, father, honest, goodness, sex, crew",2,"honest, ill",7,"sweet, trick, laugh, surprise, outrageous, goodness, stunned",8,"sweet, intimate, worry, mother, time, top, goodness, sex",2,Positive
friday march 24 1944,saturday march 25 1944,8,"intimate, young, sun, enjoying, mother, laugh, friendship, silly",6,"dark, obnoxious, lower, forgotten, dying, unpleasant",6,"fits, obnoxious, spite, words, dying, jealous",5,"hide, forgotten, afraid, dying, war",10,"intimate, frank, sun, enjoying, mother, truth, explain, top, important, friendship",5,"obnoxious, blister, dying, unpleasant, jealous",6,"young, sun, curiosity, laugh, mouth, sudden",10,"intimate, young, happen, sun, enjoying, mother, curiosity, time, thought, top",6,Positive
saturday march 25 1944,monday march 27 1944,15,"young, friendliness, flattering, score, money, mother, friendly, beautiful, friend, true, honest, happy, enjoy, peace, candid",9,"dark, ill, worry, criticize, honest, rainy, badly, case, mistake",8,"ill, teasing, money, criticize, blame, force, honest, quarrel",8,"ill, teasing, worry, criticize, force, honest, difficult, case",16,"intelligent, friendliness, money, frank, committed, mother, friendly, friend, true, honest, father, enjoy, peace, agreeing, candid, happy",4,"criticize, honest, blame, ill",5,"young, money, score, occasional, candid",11,"young, score, worry, money, mother, friendly, time, happy, enjoy, peace, candid",13,Highly Positive
